"id","completion"
"0001ea8717f6de06"," none"
"000247e83dcc1211"," toxic"
"0002f87b16116a7f"," none"
"0003e1cccfd5a40a"," none"
"00059ace3e3e9a53"," none"
"000663aff0fffc80"," none"
"000689dd34e20979"," none"
"000844b52dee5f3f"," none"
"00091c35fa9d0465"," toxic"
"000968ce11f5ee34"," none"
"0009734200a85047"," none"
"000a02d807ae0254"," none"
"000bafe2080bba82"," none"
"000bf0a9894b2807"," none"
"000c9b92318552d1"," none"
"0011cefc680993ba"," none"
"0011ef6aa33d42e6"," none"
"0012bb72f20ae971"," none"
"00137446b1aec28c"," none"
"0013a435effa29bd"," none"
"0013be435187e84f"," none"
"0013fed3aeae76b7"," toxic"
"001411adf8f1dd82"," none"
"001426f56de6a49b"," none"
"0016b94c8b20ffa6"," toxic"
"00177176f33f587e"," none"
"0017d4d47894af05"," insult"
"001804717513d860"," none"
"001acc29b248cb6d"," none"
"001bb624469de607"," none"
"001c368c738a814f"," none"
"001ceacfd4ffa469"," none"
"001ceebc43e65027"," none"
"001d39c71fce6f78"," none"
"001d739c97bc2ae4"," toxic"
"001eba8bbe728e54"," none"
"001eff4007dbb65b"," insult"
"0020f1b79913e7c0"," none"
"0023317d123b6fcb"," none"
"00234e493cedb3e1"," none"
"0023f3f84f353bce"," none"
"0025a91b6955f1a5"," none"
"0025c49d87d9a18f"," none"
"0026c91011e3ae35"," none"
"0028bca06339e02f"," none"
"0028c5110f1f896b"," none"
"00293511a845d344"," none"
"002af5c4c7f08722"," none"
"0030a3760c6e27f3"," none"
"0030e3ba49006440"," none"
"0031c900f2018470"," none"
"0031d0649f4a266b"," none"
"00325303c23588a4"," none"
"003260a50813dba9"," none"
"00372dfdd531fc6c"," none"
"003c73565c434b4b"," none"
"003d82f5e461ad76"," none"
"003deb1d3dff6793"," none"
"003fcf8c7df1b038"," none"
"00418320f2620bac"," none"
"00419d13372bdd27"," none"
"004278af07e050ea"," none"
"0043b6e76433c3b6"," none"
"004515df90b06ef9"," none"
"004540f1a3bba137"," none"
"0046f41333aebfe7"," none"
"00499c7740639d54"," none"
"004a5c6fc6ad7ee1"," none"
"0052080181d4bb59"," none"
"00525672cc446424"," toxic"
"00531c5e44a0f7b1"," toxic"
"0057d0636238fbdc"," none"
"00584a461ec2bb9c"," none"
"005875658c15a8dc"," none"
"00587ac3969af38c"," none"
"005bb8c85ea8239c"," none"
"005bd529d8419f82"," none"
"005cb5a153394bf7"," none"
"005d4e5881163749"," none"
"005dc750df10832c"," none"
"005f47397e07e12f"," toxic"
"005fcbdbea0017f7"," none"
"0060bb88a6a19887"," none"
"00628908eb19d174"," none"
"0062f4a9f84afcd6"," none"
"0064b4200305c664"," none"
"0065324079670f4d"," none"
"006622a9f635ace3"," none"
"0069e74a5302bf10"," none"
"006a703e116e7ee8"," none"
"006beb8649b70d99"," toxic"
"006c132f3df89e6e"," none"
"006d7b5d3ad1e8d6"," none"
"006ef62bc69dbda6"," obscene"
"006f1b719aa6010b"," none"
"007009b9d4b62e19"," none"
"007021b91a4a3cf7"," toxic"
"0071940212267fea"," none"
"0072b9c3697ab8cc"," toxic"
"0072f0af33e59b26"," toxic"
"0074e9e50532d8fa"," none"
"00755db353a12f44"," none"
"0075651cd329225d"," none"
"007ab9116b865d64"," none"
"007aec85ba5ab379"," none"
"007b7700996e28f1"," none"
"007d75123ac09c87"," none"
"007e9c51523a40f2"," none"
"007f127a7114cb74"," none"
"007f4366a62d5970"," none"
"008171d59b2f6949"," none"
"0081b14d79f54b31"," toxic"
"00842d1024b19972"," obscene"
"0085bb3cfa3babc6"," none"
"00881f5dfc5626a1"," none"
"008aefc9605919fb"," none"
"008b8db2b48dc0b5"," none"
"008be84e2a8476de"," none"
"008c3875d1e3db70"," none"
"008d544fc61fb478"," none"
"008eb47c4684d190"," toxic"
"009361ecb09ca541"," none"
"00940e2afabcd625"," none"
"00941d55104fbd87"," none"
"00950acfec3911fe"," none"
"00950f0fae33869f"," toxic"
"0095e2f6797e9b88"," none"
"009658dc3a37e669"," none"
"00966e21a96759a4"," none"
"0096a7935b878320"," none"
"00970834255b5d67"," none"
"00978e3b8f542b9b"," none"
"00991697be5ed76a"," insult"
"0099cb91111b42ef"," none"
"009ba60f01432c26"," none"
"009c9e3ef568aefb"," none"
"009d713f2af2ad50"," toxic"
"009f03897f22b7a7"," toxic"
"00a07ba2a7e7ea19"," none"
"00a34c46213caab9"," none"
"00a475913f684e36"," none"
"00a5f35a6bd85da5"," none"
"00a74b2b2b85cb17"," none"
"00a7a3ddf7f5878b"," toxic"
"00a7b8f665496302"," none"
"00a858641647ace9"," none"
"00ac1c2ef1f700f0"," none"
"00ace04912f84306"," none"
"00ad0323d9b31f21"," none"
"00ad5a7363b9563c"," none"
"00ade84de7dcf996"," none"
"00ae4845fb54114c"," none"
"00ae5c763bca3cee"," none"
"00ae9d18545a8c16"," none"
"00b3813b966af7e8"," toxic"
"00b553377d7d9832"," none"
"00b5a437917e8994"," none"
"00b68ad3b5608c61"," none"
"00b8c20aae3a3172"," none"
"00b8ce2634736c91"," none"
"00b99df10f7b0058"," none"
"00baba1768d3b7fb"," none"
"00bbaedc072b0d95"," toxic"
"00bc58bfddedee17"," none"
"00bc81c8feddad5a"," none"
"00bcfa4c0af364e0"," none"
"00bd66c9ef023f41"," threat"
"00bd73bc3851fc52"," none"
"00bdb71dbe1928ff"," none"
"00beaf985926d722"," none"
"00bed655b5465fe8"," none"
"00bee0148b44976e"," none"
"00bf582e21b0f515"," toxic"
"00bfb2da95778a19"," none"
"00c0239ad67647a2"," none"
"00c046cb3a07cd38"," none"
"00c056846749159a"," none"
"00c070a4753b0fa3"," toxic"
"00c0c355b819c5c2"," toxic"
"00c33a48ebd3ae81"," none"
"00c51e9624561017"," none"
"00c7134e4853d15c"," none"
"00c8d5a33c6a7b2f"," toxic"
"00cb17575d610e9b"," none"
"00cbaa698658db93"," none"
"00cbc079f3be0661"," none"
"00cce03a936b2f15"," none"
"00cd1030c4bba2db"," none"
"00cdc8839cd25c6a"," none"
"00cf42a303310e5b"," none"
"00cf862de0929a0d"," none"
"00cfd946fcc6f8ed"," none"
"00d1f3c7d05d2cc1"," none"
"00d249ce16467afd"," none"
"00d28e652c955927"," none"
"00d37effb6d090db"," none"
"00d57b29c91e12e4"," none"
"00d7f0eb5cb39817"," none"
"00d85af192f8bb8d"," none"
"00daceec23dfcf6d"," none"
"00dc5e1c26ad4f0a"," none"
"00dc76891bff594a"," none"
"00de8a9cd02ead94"," none"
"00df15b89bb602f7"," none"
"00dfada94844220d"," toxic"
"00e04e5baea17bbb"," none"
"00e241b734ce3a5f"," none"
"00e25e9a4033f710"," none"
"00e26a25224a42fc"," obscene"
"00e2eaad1c2bf049"," none"
"00e3f344cc9fef4a"," none"
"00e443af94ec9e5f"," toxic"
"00e7b4494b17493d"," none"
"00e7cda69b598e91"," none"
"00e9df65f18ff86b"," none"
"00eb84c5fcf528c6"," toxic"
"00f04287ddb123d8"," none"
"00f0730335f76284"," none"
"00f0f5160a5d60b1"," toxic"
"00f14576e729af5e"," toxic"
"00f294c53a1daba6"," none"
"00f2c330b028071a"," none"
"00f35270f5811824"," none"
"00f4c4e654a41594"," none"
"00f5961a75d3ed4e"," none"
"00f71457fa67558f"," none"
"00f7c652f9395ad2"," none"
"00f815db824089df"," none"
"00fa6f5aa87501ea"," none"
"00fcefbf22325873"," none"
"00ffc27a419201de"," none"
"0100ec69382951cf"," none"
"01014be79661150e"," none"
"0102063eba917e84"," none"
"0102d927195b3228"," none"
"0103d9680133eed3"," none"
"01045060d37a7a06"," none"
"0107cf656a9c6b5c"," none"
"0108e1b7a2eeec79"," toxic"
"010c2a979fab2e3f"," toxic"
"010cb1b97a1e7aac"," none"
"010e7a11ea1b838b"," none"
"010ed76f08f1eb63"," none"
"01123ff2047b93e7"," none"
"0112a5434f259543"," none"
"0113b73e0b5168d8"," none"
"0113e474b8eb9407"," none"
"0114d23ab81d9c63"," none"
"0115106609845c3b"," none"
"0115c1533e83637c"," none"
"0116778d9a126d4b"," obscene"
"0117015ec4c12286"," none"
"011841765d69a22e"," none"
"0118f7ea375be714"," none"
"0119b25f6b72bae0"," none"
"0119d6a08ea286c9"," toxic"
"011b51b386c60373"," none"
"011c66c760f06436"," none"
"011ef0350f96a6a0"," toxic"
"011f528e733ee014"," none"
"0120afbdca1e18dc"," none"
"0122538b45e8dd56"," none"
"0122c427b6800636"," none"
"0122cd5f826207ce"," none"
"01231ff69280665d"," none"
"01235dfed8b478f9"," none"
"0123f7c07bedbf0d"," none"
"0124423d49c95a01"," none"
"01264a2810bc4af9"," none"
"012714cce6eb70e5"," none"
"012731c65e0f4134"," none"
"012973e2771816f7"," none"
"0129ab10055439ce"," none"
"0129ac839d78976e"," none"
"012f07c024127807"," none"
"01300195ad0237d5"," toxic"
"0131294e4fcea7a1"," none"
"0132d4c88b3369f4"," none"
"0134382846acc46f"," none"
"0134c275457df9e0"," none"
"0135f14da5942748"," none"
